,plant1_train_mea_ddhr,plant1_train_tem_in_loc1,plant1_train_hum_in_loc1,plant1_train_tem_coil_loc1,plant1_train_tem_out_loc1,plant1_train_hum_out_loc1,24hour_cond_loc1
2894,2017-01-27 20:00,4.14,36.39,3.77,-0.84,49.76,0.0
2895,2017-01-27 21:00,4.44,34.52,3.88,-1.48,47.37,0.0
2896,2017-01-27 22:00,3.99,35.41,3.96,-2.91,55.4,0.0
2897,2017-01-27 23:00,3.62,36.81,3.8,-3.58,54.52,0.0
2898,2017-01-28 0:00,3.19,39.1,3.65,-4.53,64.01,0.0
2899,2017-01-28 1:00,3.32,39.65,3.69,-2.58,56.96,0.0
2900,2017-01-28 2:00,3.53,38.34,3.69,-3.0,57.6,0.0
2901,2017-01-28 3:00,3.38,37.0,3.69,-3.61,51.65,0.0
2902,2017-01-28 4:00,3.1,36.42,3.73,-3.83,53.75,0.0
2903,2017-01-28 5:00,3.19,36.42,3.61,-4.19,54.55,0.0
2904,2017-01-28 6:00,2.74,38.16,4.18,-4.59,59.25,0.0
2905,2017-01-28 7:00,2.37,40.05,3.23,-4.56,62.15,0.0
2906,2017-01-28 8:00,1.64,43.99,3.0,-4.9,68.71,0.0
2907,2017-01-28 9:00,1.79,45.79,2.93,-0.74,49.51,0.0
2908,2017-01-28 10:00,2.43,41.58,3.15,3.07,32.94,0.0
2909,2017-01-28 11:00,3.35,38.52,3.42,5.85,29.21,0.0
2910,2017-01-28 12:00,4.29,35.53,3.61,1.82,37.91,0.0
2911,2017-01-28 13:00,5.09,33.06,3.88,1.48,33.85,0.0
2912,2017-01-28 14:00,5.88,29.37,4.07,2.31,28.51,0.0
2913,2017-01-28 15:00,6.4,27.14,4.3,2.86,38.37,0.0
2914,2017-01-28 16:00,6.83,28.24,4.91,3.8,32.23,0.0
2915,2017-01-28 17:00,7.01,27.2,4.45,3.32,44.9,0.0
2916,2017-01-28 18:00,6.98,31.68,4.45,2.74,53.36,0.0
2917,2017-01-28 19:00,6.73,36.94,4.49,2.55,53.21,0.0
2918,2017-01-28 20:00,6.58,35.93,4.53,2.37,43.62,0.0
2919,2017-01-28 21:00,6.52,36.14,4.53,1.76,54.21,0.0
2920,2017-01-28 22:00,6.46,40.6,4.64,1.09,56.87,0.0
2921,2017-01-28 23:00,6.28,40.2,4.57,2.55,38.25,0.0
2922,2017-01-29 0:00,6.21,37.33,4.49,2.25,54.18,0.0
2923,2017-01-29 1:00,6.21,38.83,4.68,1.82,53.39,0.0
2924,2017-01-29 2:00,5.97,40.81,4.6,1.88,45.97,0.0
2925,2017-01-29 3:00,6.09,40.72,4.64,1.54,47.89,0.0
2926,2017-01-29 4:00,6.12,39.96,4.72,1.67,51.43,0.0
2927,2017-01-29 5:00,6.12,40.87,4.76,1.91,51.59,0.0
2928,2017-01-29 6:00,6.18,43.47,4.76,1.76,57.94,0.0
2929,2017-01-29 7:00,6.15,46.92,4.57,1.7,60.32,0.0
2930,2017-01-29 8:00,6.25,47.56,4.83,2.58,53.63,0.0
2931,2017-01-29 9:00,6.18,47.83,4.72,2.37,55.74,0.0
2932,2017-01-29 10:00,6.37,47.34,4.83,2.34,64.84,0.0
2933,2017-01-29 11:00,6.52,49.3,4.95,1.88,66.09,0.0
2934,2017-01-29 12:00,6.64,53.3,4.8,1.51,78.69,0.0
2935,2017-01-29 13:00,6.86,56.99,4.87,1.67,79.79,0.0
2936,2017-01-29 14:00,6.98,59.65,4.95,1.7,83.03,0.0
2937,2017-01-29 15:00,7.16,61.36,4.87,1.79,83.73,0.0
2938,2017-01-29 16:00,7.16,62.82,4.99,1.91,85.99,0.0
2939,2017-01-29 17:00,7.1,64.93,4.95,1.94,87.42,0.0
2940,2017-01-29 18:00,7.16,65.2,4.95,1.42,88.61,0.0
2941,2017-01-29 19:00,6.86,65.75,5.06,1.21,89.29,0.0
2942,2017-01-29 20:00,6.46,67.83,5.06,1.24,89.77,0.0
2943,2017-01-29 21:00,6.06,69.14,4.95,1.51,89.22,0.0
2944,2017-01-29 22:00,5.94,69.02,4.91,1.45,88.03,0.0
2945,2017-01-29 23:00,5.97,69.54,4.99,1.58,86.75,0.0
2946,2017-01-30 0:00,6.03,69.14,5.02,1.64,82.08,0.0
2947,2017-01-30 1:00,5.85,67.58,4.99,1.58,79.91,0.0
2948,2017-01-30 2:00,5.85,66.48,5.1,1.82,78.48,0.0
2949,2017-01-30 3:00,5.45,63.1,4.91,1.24,72.47,0.0
2950,2017-01-30 4:00,4.72,60.87,4.6,0.48,70.79,0.0
2951,2017-01-30 5:00,4.05,56.84,4.38,-0.5,67.67,0.0
2952,2017-01-30 6:00,3.22,56.47,4.07,-1.02,68.99,0.0
2953,2017-01-30 7:00,2.89,55.74,3.73,-1.51,66.85,0.0
2954,2017-01-30 8:00,2.19,54.06,3.46,-2.09,65.35,0.0
2955,2017-01-30 9:00,2.28,51.92,3.61,-2.36,63.46,0.0
2956,2017-01-30 10:00,2.06,50.24,3.38,-1.32,56.01,0.0
2957,2017-01-30 11:00,2.22,47.47,3.31,-1.66,53.54,0.0
2958,2017-01-30 12:00,1.73,45.76,3.0,-2.27,55.62,0.0
2959,2017-01-30 13:00,2.19,44.87,3.15,-1.81,53.45,0.0
2960,2017-01-30 14:00,2.77,43.19,3.38,-1.97,52.84,0.0
2961,2017-01-30 15:00,2.98,39.5,3.42,-2.21,50.18,0.0
2962,2017-01-30 16:00,2.83,36.05,3.38,-2.42,45.73,0.0
2963,2017-01-30 17:00,2.67,36.97,3.35,-2.58,47.83,0.0
2964,2017-01-30 18:00,2.34,39.1,3.04,-3.0,49.54,0.0
2965,2017-01-30 19:00,2.34,40.51,3.15,-3.16,51.16,0.0
2966,2017-01-30 20:00,2.06,40.26,2.93,-3.06,51.4,0.0
2967,2017-01-30 21:00,3.01,38.43,3.27,-3.37,48.2,0.0
2968,2017-01-30 22:00,3.53,34.92,3.31,-3.86,47.8,0.0
2969,2017-01-30 23:00,3.25,33.49,3.35,-4.07,50.37,0.0
2970,2017-01-31 0:00,3.5,34.16,3.31,-4.47,50.95,0.0
2971,2017-01-31 1:00,3.07,33.52,3.19,-4.65,50.82,0.0
2972,2017-01-31 2:00,2.86,33.0,3.23,-5.17,50.09,0.0
2973,2017-01-31 3:00,2.58,33.15,3.15,-5.35,50.21,0.0
2974,2017-01-31 4:00,2.31,31.35,3.0,-6.42,52.78,0.0
2975,2017-01-31 5:00,1.27,39.07,2.85,-8.01,72.86,0.0
2976,2017-01-31 6:00,1.03,39.32,2.74,-8.19,70.91,0.0
2977,2017-01-31 7:00,0.45,39.35,2.39,-8.86,76.31,0.0
2978,2017-01-31 8:00,0.08,42.16,2.12,-8.22,78.33,0.0
2979,2017-01-31 9:00,0.35,44.14,2.05,-2.97,56.29,0.0
2980,2017-01-31 10:00,1.48,41.7,3.12,-0.23,36.05,0.0
2981,2017-01-31 11:00,1.91,42.0,2.47,0.84,31.87,0.0
2982,2017-01-31 12:00,2.89,35.38,2.66,-2.12,35.32,0.0
2983,2017-01-31 13:00,3.83,29.67,3.04,-1.78,35.13,0.0
2984,2017-01-31 14:00,4.35,23.93,3.69,-1.57,34.58,0.0
2985,2017-01-31 15:00,4.6,24.76,3.46,-1.11,33.03,0.0
2986,2017-01-31 16:00,4.41,29.49,3.73,-1.72,41.06,0.0
2987,2017-01-31 17:00,4.81,29.09,3.96,-1.02,31.53,0.0
2988,2017-01-31 18:00,4.11,32.3,4.53,-1.66,40.69,0.0
2989,2017-01-31 19:00,3.56,31.07,3.77,-1.54,36.17,0.0
2990,2017-01-31 20:00,3.77,34.19,3.73,-1.63,45.33,0.0
2991,2017-01-31 21:00,4.11,31.75,3.65,-1.54,45.76,0.0
2992,2017-01-31 22:00,4.17,31.53,3.57,-1.48,42.19,0.0
2993,2017-01-31 23:00,4.14,31.44,3.54,-1.36,44.08,0.0
2994,2017-02-01 0:00,4.14,32.23,3.46,-1.26,41.64,0.0
2995,2017-02-01 1:00,3.93,34.86,3.61,-4.62,62.15,0.0
2996,2017-02-01 2:00,3.41,37.85,3.5,-4.5,58.67,0.0
2997,2017-02-01 3:00,3.41,38.22,3.35,-4.8,67.98,0.0
2998,2017-02-01 4:00,3.25,40.2,3.35,-4.1,64.59,0.0
2999,2017-02-01 5:00,3.07,41.67,3.23,-3.92,65.6,0.0
3000,2017-02-01 6:00,3.07,44.87,3.15,-3.1,69.35,0.0
3001,2017-02-01 7:00,3.19,47.53,3.23,-2.64,72.01,0.0
3002,2017-02-01 8:00,3.62,51.92,3.19,-0.68,74.21,0.0
3003,2017-02-01 9:00,4.23,53.14,3.42,1.54,53.11,0.0
3004,2017-02-01 10:00,4.84,43.68,3.73,5.63,33.58,0.0
3005,2017-02-01 11:00,5.15,38.28,3.92,7.28,25.49,0.0
3006,2017-02-01 12:00,5.57,32.48,4.07,2.86,30.37,0.0
3007,2017-02-01 13:00,5.33,26.77,3.96,1.33,32.97,0.0
3008,2017-02-01 14:00,5.57,27.63,4.6,0.72,35.04,0.0
3009,2017-02-01 15:00,5.54,27.63,4.34,0.08,34.46,0.0
3010,2017-02-01 16:00,5.02,28.14,3.54,-0.23,34.25,0.0
3011,2017-02-01 17:00,4.69,28.91,3.31,-0.53,35.07,0.0
3012,2017-02-01 18:00,4.14,31.93,2.89,-0.78,39.74,0.0
3013,2017-02-01 19:00,4.08,33.0,3.08,-0.96,41.64,0.0
3014,2017-02-01 20:00,3.89,35.62,2.51,-0.96,44.57,0.0
3015,2017-02-01 21:00,3.38,41.36,2.51,-1.48,50.85,0.0
3016,2017-02-01 22:00,2.77,40.23,2.62,-2.12,50.92,0.0
3017,2017-02-01 23:00,2.58,39.22,2.32,-2.85,53.3,0.0
3018,2017-02-02 0:00,2.49,40.02,2.85,-3.1,50.85,0.0
3019,2017-02-02 1:00,3.13,38.77,2.62,-3.37,51.13,0.0
3020,2017-02-02 2:00,3.41,37.0,2.81,-3.49,50.27,0.0
3021,2017-02-02 3:00,3.1,34.83,2.81,-3.71,48.14,0.0
3022,2017-02-02 4:00,2.95,34.89,2.77,-3.8,48.05,0.0
3023,2017-02-02 5:00,2.92,35.1,2.51,-3.77,47.16,0.0
3024,2017-02-02 6:00,3.04,36.97,2.43,-3.71,48.26,0.0
3025,2017-02-02 7:00,3.47,32.36,2.66,-3.89,49.79,0.0
3026,2017-02-02 8:00,3.38,33.06,2.7,-2.76,49.66,0.0
3027,2017-02-02 9:00,3.28,33.55,2.77,1.09,35.35,0.0
3028,2017-02-02 10:00,3.83,31.96,2.81,3.68,26.16,0.0
3029,2017-02-02 11:00,4.47,31.17,3.0,8.08,21.79,0.0
3030,2017-02-02 12:00,5.36,32.42,3.04,1.97,37.21,0.0
3031,2017-02-02 13:00,5.63,34.43,3.08,1.7,42.4,0.0
3032,2017-02-02 14:00,6.49,37.73,3.57,2.0,49.05,0.0
3033,2017-02-02 15:00,6.52,41.45,3.42,1.79,53.39,0.0
3034,2017-02-02 16:00,7.25,46.37,4.07,3.38,55.49,0.0
3035,2017-02-02 17:00,7.37,48.63,4.38,3.5,57.08,0.0
3036,2017-02-02 18:00,7.22,51.62,4.11,3.07,60.13,0.0
3037,2017-02-02 19:00,7.1,52.84,4.11,2.77,64.01,0.0
3038,2017-02-02 20:00,6.86,49.45,3.73,1.18,66.94,0.0
3039,2017-02-02 21:00,6.55,50.21,3.77,1.0,70.54,0.0
3040,2017-02-02 22:00,6.43,51.16,3.65,0.84,70.79,0.0
3041,2017-02-02 23:00,6.25,51.83,3.69,0.54,73.66,0.0
3042,2017-02-03 0:00,6.15,52.72,3.57,0.93,72.5,0.0
3043,2017-02-03 1:00,6.09,53.24,3.57,1.18,70.7,0.0
3044,2017-02-03 2:00,6.12,53.66,3.84,1.42,69.2,0.0
3045,2017-02-03 3:00,6.06,53.6,3.69,1.0,68.96,0.0
3046,2017-02-03 4:00,5.94,53.33,3.77,0.9,69.93,0.0
3047,2017-02-03 5:00,5.79,54.0,3.65,-0.04,75.34,0.0
3048,2017-02-03 6:00,5.85,53.3,3.73,-0.2,71.61,0.0
3049,2017-02-03 7:00,5.57,53.08,3.69,-0.78,75.67,0.0
3050,2017-02-03 8:00,5.51,52.96,4.07,-0.1,72.59,0.0
3051,2017-02-03 9:00,5.15,54.12,3.65,2.06,63.61,0.0
3052,2017-02-03 10:00,5.91,53.69,3.8,6.34,47.19,0.0
3053,2017-02-03 11:00,6.79,53.45,4.26,8.99,38.83,0.0
3054,2017-02-03 12:00,7.56,49.85,4.38,6.73,46.95,0.0
3055,2017-02-03 13:00,8.17,47.83,4.41,5.45,52.05,0.0
3056,2017-02-03 14:00,8.53,47.86,4.64,4.38,60.07,0.0
3057,2017-02-03 15:00,8.87,47.25,5.1,4.26,62.79,0.0
3058,2017-02-03 16:00,9.02,46.49,5.22,4.26,62.88,0.0
3059,2017-02-03 17:00,8.96,47.41,5.29,4.2,63.34,0.0
3060,2017-02-03 18:00,8.57,50.34,5.44,3.65,66.64,0.0
3061,2017-02-03 19:00,8.32,52.9,5.37,3.59,69.9,0.0
3062,2017-02-03 20:00,8.23,54.24,5.25,3.65,74.15,0.0
3063,2017-02-03 21:00,7.8,52.96,5.06,1.54,76.74,0.0
3064,2017-02-03 22:00,7.31,53.05,4.91,0.14,78.3,0.0
3065,2017-02-03 23:00,6.95,53.45,4.95,0.05,78.14,0.0
3066,2017-02-04 0:00,6.34,53.88,4.91,-0.56,81.75,0.0
3067,2017-02-04 1:00,6.09,54.37,4.8,-0.29,82.08,0.0
3068,2017-02-04 2:00,5.88,55.01,4.68,-1.08,83.7,0.0
3069,2017-02-04 3:00,5.67,55.59,4.57,-0.93,83.76,0.0
3070,2017-02-04 4:00,5.33,55.19,4.49,-1.78,85.01,0.0
3071,2017-02-04 5:00,4.96,54.85,4.38,-2.09,87.27,0.0
3072,2017-02-04 6:00,4.87,54.88,4.3,-1.75,86.72,0.0
3073,2017-02-04 7:00,4.63,56.44,4.22,-1.72,87.21,0.0
3074,2017-02-04 8:00,4.84,55.37,4.49,-1.6,86.2,0.0
3075,2017-02-04 9:00,4.84,57.54,4.15,-0.9,83.58,0.0
3076,2017-02-04 10:00,5.18,58.94,4.3,0.72,80.98,0.0
3077,2017-02-04 11:00,5.57,61.51,4.34,1.88,75.12,0.0
3078,2017-02-04 12:00,5.97,61.6,4.49,3.22,70.27,0.0
3079,2017-02-04 13:00,6.55,59.89,4.64,4.2,63.86,0.0
3080,2017-02-04 14:00,7.07,57.08,4.72,4.63,62.76,0.0
3081,2017-02-04 15:00,7.56,53.97,4.95,4.63,52.63,0.0
3082,2017-02-04 16:00,7.74,49.11,5.14,4.96,48.78,0.0
3083,2017-02-04 17:00,7.74,48.23,5.06,4.99,54.18,0.0
3084,2017-02-04 18:00,7.77,48.11,5.25,4.81,51.8,0.0
3085,2017-02-04 19:00,7.65,48.66,5.1,4.23,61.39,0.0
3086,2017-02-04 20:00,7.71,49.42,5.14,4.17,56.72,0.0
3087,2017-02-04 21:00,7.71,49.57,5.37,3.59,60.41,0.0
3088,2017-02-04 22:00,7.68,49.33,5.06,4.08,58.94,0.0
3089,2017-02-04 23:00,7.34,52.01,5.06,3.89,60.68,0.0
3090,2017-02-05 0:00,7.77,50.24,5.1,3.22,62.45,0.0
3091,2017-02-05 1:00,7.5,50.18,5.14,3.19,60.84,0.0
3092,2017-02-05 2:00,7.53,47.13,5.29,3.68,58.55,0.0
3093,2017-02-05 3:00,7.47,47.86,5.29,3.19,56.81,0.0
3094,2017-02-05 4:00,7.37,48.84,5.22,2.89,60.44,0.0
3095,2017-02-05 5:00,7.47,48.32,5.29,2.89,63.55,0.0
3096,2017-02-05 6:00,7.47,48.53,5.37,2.74,71.46,0.0
3097,2017-02-05 7:00,7.62,49.51,5.41,2.61,70.82,0.0
3098,2017-02-05 8:00,7.37,51.95,5.33,2.7,72.19,0.0
3099,2017-02-05 9:00,7.59,53.57,5.33,3.28,69.93,0.0
3100,2017-02-05 10:00,8.14,54.43,5.63,4.26,66.58,0.0
3101,2017-02-05 11:00,8.08,57.6,5.75,3.56,72.77,0.0
3102,2017-02-05 12:00,7.77,60.71,5.63,2.67,82.08,0.0
3103,2017-02-05 13:00,7.74,64.47,5.67,3.38,83.36,0.0
3104,2017-02-05 14:00,7.74,65.35,5.44,3.07,83.97,0.0
3105,2017-02-05 15:00,7.99,67.58,5.86,3.53,84.19,0.0
3106,2017-02-05 16:00,7.83,65.9,5.6,3.74,79.06,0.0
3107,2017-02-05 17:00,7.62,65.38,5.67,3.77,77.05,0.0
3108,2017-02-05 18:00,7.31,61.08,5.56,3.53,70.63,0.0
3109,2017-02-05 19:00,7.37,63.61,5.71,3.53,75.34,0.0
3110,2017-02-05 20:00,7.41,61.84,5.71,3.68,69.69,0.0
3111,2017-02-05 21:00,7.37,58.18,5.71,3.38,66.76,0.0
3112,2017-02-05 22:00,6.92,51.34,5.52,3.25,60.53,0.0
3113,2017-02-05 23:00,7.1,54.52,5.63,3.01,64.26,0.0
3114,2017-02-06 0:00,6.7,48.69,5.44,2.58,58.39,0.0
3115,2017-02-06 1:00,6.46,46.15,5.48,2.19,57.78,0.0
3116,2017-02-06 2:00,5.97,45.88,5.37,1.42,56.35,0.0
3117,2017-02-06 3:00,5.54,46.4,5.29,1.21,56.5,0.0
3118,2017-02-06 4:00,5.67,46.98,5.14,0.72,57.08,0.0
3119,2017-02-06 5:00,5.3,46.73,5.06,0.35,51.77,0.0
3120,2017-02-06 6:00,5.27,43.56,4.83,0.05,52.01,0.0
3121,2017-02-06 7:00,4.47,40.51,4.49,-0.29,51.31,0.0
3122,2017-02-06 8:00,4.2,42.77,4.22,0.29,50.85,0.0
3123,2017-02-06 9:00,4.05,42.8,4.15,2.89,44.26,0.0
3124,2017-02-06 10:00,4.69,41.97,4.3,3.62,36.11,0.0
3125,2017-02-06 11:00,5.33,40.84,4.57,5.15,31.59,0.0
3126,2017-02-06 12:00,5.48,38.61,4.6,1.7,39.8,0.0
3127,2017-02-06 13:00,5.85,38.64,4.8,1.3,44.57,0.0
3128,2017-02-06 14:00,6.4,39.01,4.99,1.03,50.0,0.0
3129,2017-02-06 15:00,6.34,37.73,5.06,1.09,49.3,0.0
3130,2017-02-06 16:00,6.43,37.76,5.1,0.93,48.87,0.0
3131,2017-02-06 17:00,6.55,38.71,5.18,1.03,50.64,0.0
3132,2017-02-06 18:00,6.12,39.9,4.91,0.87,51.37,0.0
3133,2017-02-06 19:00,6.03,43.1,4.83,0.9,54.4,0.0
3134,2017-02-06 20:00,5.88,43.86,4.87,0.84,55.65,0.0
3135,2017-02-06 21:00,6.31,41.7,5.1,0.17,56.5,0.0
3136,2017-02-06 22:00,6.25,40.05,5.02,-0.44,55.28,0.0
3137,2017-02-06 23:00,6.03,38.19,5.06,-0.65,52.2,0.0
3138,2017-02-07 0:00,5.7,38.71,4.76,-0.44,49.51,0.0
3139,2017-02-07 1:00,5.73,38.4,4.8,-0.16,50.85,0.0
3140,2017-02-07 2:00,5.67,36.39,4.8,-0.32,47.62,0.0
3141,2017-02-07 3:00,5.85,32.54,4.87,-0.71,48.63,0.0
3142,2017-02-07 4:00,5.79,33.76,4.91,-1.32,47.65,0.0
3143,2017-02-07 5:00,5.6,31.96,4.83,-1.66,46.25,0.0
3144,2017-02-07 6:00,5.39,31.56,4.8,-1.94,44.72,0.0
3145,2017-02-07 7:00,4.93,33.82,4.64,-3.13,57.84,0.0
3146,2017-02-07 8:00,4.57,34.52,5.22,-2.09,49.3,0.0
3147,2017-02-07 9:00,4.72,36.94,4.8,-1.23,43.35,0.0
3148,2017-02-07 10:00,5.02,33.88,4.6,-0.99,49.3,0.0
3149,2017-02-07 11:00,5.45,33.76,5.1,2.67,38.1,0.0
3150,2017-02-07 12:00,6.09,31.75,4.83,1.7,41.36,0.0
3151,2017-02-07 13:00,6.64,32.36,5.1,1.09,40.96,0.0
3152,2017-02-07 14:00,7.16,27.84,5.14,1.09,39.62,0.0
3153,2017-02-07 15:00,7.31,24.39,5.41,2.37,29.27,0.0
3154,2017-02-07 16:00,6.95,28.69,5.22,2.0,39.5,0.0
3155,2017-02-07 17:00,6.64,36.36,5.75,0.78,52.2,0.0
3156,2017-02-07 18:00,7.01,34.77,5.14,0.32,51.1,0.0
3157,2017-02-07 19:00,6.34,41.15,5.02,0.6,54.24,0.0
3158,2017-02-07 20:00,6.09,42.03,4.83,0.48,55.46,0.0
3159,2017-02-07 21:00,6.06,42.43,4.87,0.38,56.72,0.0
3160,2017-02-07 22:00,5.97,41.88,4.83,0.48,55.98,0.0
3161,2017-02-07 23:00,6.25,38.95,4.91,0.29,46.18,0.0
3162,2017-02-08 0:00,6.21,35.84,4.91,-0.1,52.2,0.0
3163,2017-02-08 1:00,5.82,37.24,5.56,-1.81,60.5,0.0
3164,2017-02-08 2:00,5.15,40.23,4.76,-3.16,68.53,0.0
3165,2017-02-08 3:00,4.78,40.38,4.6,-3.43,70.45,0.0
3166,2017-02-08 4:00,4.6,41.39,4.49,-4.22,75.0,0.0
3167,2017-02-08 5:00,4.2,41.85,4.8,-3.68,69.02,0.0
3168,2017-02-08 6:00,4.05,42.58,4.3,-4.41,72.16,0.0
3169,2017-02-08 7:00,3.89,43.53,4.15,-3.77,72.41,0.0
3170,2017-02-08 8:00,3.86,44.14,4.18,-3.52,72.62,0.0
3171,2017-02-08 9:00,3.96,45.24,4.11,-1.57,66.21,0.0
3172,2017-02-08 10:00,4.35,47.22,4.22,0.75,56.78,0.0
3173,2017-02-08 11:00,5.12,44.96,4.3,1.18,56.47,0.0
3174,2017-02-08 12:00,5.91,44.02,4.68,2.4,48.44,0.0
3175,2017-02-08 13:00,6.64,41.76,4.72,2.92,48.38,0.0
3176,2017-02-08 14:00,6.64,36.66,4.91,2.4,44.02,0.0
3177,2017-02-08 15:00,6.73,37.73,5.14,2.25,44.6,0.0
3178,2017-02-08 16:00,6.98,39.22,5.33,2.03,48.47,0.0
3179,2017-02-08 17:00,6.83,38.19,5.25,1.82,46.12,0.0
3180,2017-02-08 18:00,6.4,37.18,5.14,1.36,44.99,0.0
3181,2017-02-08 19:00,6.4,38.22,5.22,1.15,49.08,0.0
3182,2017-02-08 20:00,6.06,36.66,4.99,1.18,44.23,0.0
3183,2017-02-08 21:00,5.82,45.91,4.91,1.39,57.81,0.0
3184,2017-02-08 22:00,5.42,41.54,4.8,0.6,47.59,0.0
3185,2017-02-08 23:00,4.57,39.01,4.26,0.32,49.36,0.0
3186,2017-02-09 0:00,4.66,41.42,4.34,-0.07,51.01,0.0
3187,2017-02-09 1:00,4.66,43.22,4.26,-0.23,54.46,0.0
3188,2017-02-09 2:00,4.47,45.79,4.34,-0.2,55.62,0.0
3189,2017-02-09 3:00,3.89,44.38,3.96,-0.65,56.47,0.0
3190,2017-02-09 4:00,3.56,43.56,3.8,-1.17,55.1,0.0
3191,2017-02-09 5:00,3.07,44.35,3.5,-1.57,55.43,0.0
3192,2017-02-09 6:00,2.49,44.26,2.89,-2.12,56.17,0.0
3193,2017-02-09 7:00,1.88,44.35,2.51,-2.39,57.51,0.0
3194,2017-02-09 8:00,1.73,43.38,2.12,-1.45,50.92,0.0
3195,2017-02-09 9:00,1.7,40.81,2.47,1.12,40.02,0.0
3196,2017-02-09 10:00,2.22,40.93,2.2,0.78,37.55,0.0
3197,2017-02-09 11:00,2.61,38.06,2.54,3.16,30.62,0.0
3198,2017-02-09 12:00,2.98,39.29,2.77,0.32,37.67,0.0
3199,2017-02-09 13:00,3.04,37.82,2.66,-0.44,42.55,0.0
