,plant1_train_mea_ddhr,plant1_train_tem_in_loc2,plant1_train_hum_in_loc2,plant1_train_tem_coil_loc2,plant1_train_tem_out_loc1,plant1_train_hum_out_loc1,24hour_cond_loc2
2354,2017-01-05 8:00,6.09,54.3,6.47,2.49,61.75,0.0
2355,2017-01-05 9:00,5.97,55.53,6.4,2.98,63.77,0.0
2356,2017-01-05 10:00,6.67,52.05,6.32,4.41,55.77,0.0
2357,2017-01-05 11:00,7.25,51.19,6.44,5.09,55.43,0.0
2358,2017-01-05 12:00,7.86,48.23,6.55,6.12,50.85,0.0
2359,2017-01-05 13:00,8.41,46.55,6.74,7.19,47.71,0.0
2360,2017-01-05 14:00,8.93,45.45,7.05,7.99,46.12,0.0
2361,2017-01-05 15:00,9.39,45.91,6.74,8.44,47.8,0.0
2362,2017-01-05 16:00,9.85,47.31,6.97,8.66,50.4,0.0
2363,2017-01-05 17:00,9.85,48.72,7.05,8.44,51.28,0.0
2364,2017-01-05 18:00,9.88,50.52,7.01,8.2,53.75,0.0
2365,2017-01-05 19:00,9.73,51.59,7.12,8.23,54.95,0.0
2366,2017-01-05 20:00,9.66,51.31,7.31,8.14,53.97,0.0
2367,2017-01-05 21:00,9.69,52.35,7.12,7.8,56.62,0.0
2368,2017-01-05 22:00,9.48,53.42,7.2,7.47,57.26,0.0
2369,2017-01-05 23:00,9.05,54.43,7.35,7.07,58.97,0.0
2370,2017-01-06 0:00,8.96,54.24,7.16,6.79,59.07,0.0
2371,2017-01-06 1:00,8.87,54.12,7.12,6.37,60.2,0.0
2372,2017-01-06 2:00,8.63,53.08,7.24,6.34,57.45,0.0
2373,2017-01-06 3:00,8.53,53.39,7.28,6.0,59.22,0.0
2374,2017-01-06 4:00,8.41,52.99,7.31,5.97,58.88,0.0
2375,2017-01-06 5:00,8.26,53.45,7.2,5.63,59.71,0.0
2376,2017-01-06 6:00,8.26,53.36,7.28,5.57,60.29,0.0
2377,2017-01-06 7:00,7.99,55.4,7.2,5.48,62.61,0.0
2378,2017-01-06 8:00,7.95,55.07,7.28,5.45,61.48,0.0
2379,2017-01-06 9:00,8.17,54.49,7.12,5.63,60.81,0.0
2380,2017-01-06 10:00,8.57,54.09,7.31,6.64,58.79,0.0
2381,2017-01-06 11:00,9.08,53.17,7.35,10.37,44.72,0.0
2382,2017-01-06 12:00,9.94,50.73,7.54,9.76,46.83,0.0
2383,2017-01-06 13:00,10.79,48.6,7.7,10.03,49.6,0.0
2384,2017-01-06 14:00,11.1,48.87,7.92,9.6,49.3,0.0
2385,2017-01-06 15:00,11.16,49.18,7.81,9.08,51.95,0.0
2386,2017-01-06 16:00,11.25,49.57,7.92,8.81,54.3,0.0
2387,2017-01-06 17:00,11.56,48.81,8.19,8.57,54.7,0.0
2388,2017-01-06 18:00,11.04,51.53,8.19,7.92,60.59,0.0
2389,2017-01-06 19:00,10.64,54.64,8.12,7.22,66.67,0.0
2390,2017-01-06 20:00,10.34,57.63,8.08,6.79,71.67,0.0
2391,2017-01-06 21:00,9.63,58.64,7.92,5.24,73.81,0.0
2392,2017-01-06 22:00,8.81,59.52,8.12,3.47,78.85,0.0
2393,2017-01-06 23:00,8.38,61.11,7.77,2.77,76.8,0.0
2394,2017-01-07 0:00,7.86,62.36,7.7,3.16,82.39,0.0
2395,2017-01-07 1:00,7.28,64.1,7.62,1.88,82.97,0.0
2396,2017-01-07 2:00,6.86,65.69,7.54,1.48,85.13,0.0
2397,2017-01-07 3:00,6.55,66.94,7.43,1.36,85.9,0.0
2398,2017-01-07 4:00,6.34,67.83,7.31,1.39,85.99,0.0
2399,2017-01-07 5:00,5.94,66.3,7.2,1.09,86.51,0.0
2400,2017-01-07 6:00,5.57,66.82,6.82,1.42,87.58,0.0
2401,2017-01-07 7:00,5.09,66.85,6.93,-0.07,87.18,0.0
2402,2017-01-07 8:00,4.84,67.19,6.7,0.6,88.92,0.0
2403,2017-01-07 9:00,5.21,69.2,6.78,2.61,81.47,0.0
2404,2017-01-07 10:00,5.97,70.7,6.74,4.29,72.83,0.0
2405,2017-01-07 11:00,7.16,66.85,7.01,9.54,51.07,0.0
2406,2017-01-07 12:00,8.29,63.16,7.08,8.9,56.78,0.0
2407,2017-01-07 13:00,9.11,59.62,7.24,8.66,56.44,0.0
2408,2017-01-07 14:00,9.57,57.81,7.28,7.77,61.51,0.0
2409,2017-01-07 15:00,10.0,57.72,7.31,7.37,69.54,0.0
2410,2017-01-07 16:00,10.24,56.11,7.39,7.53,66.82,0.0
2411,2017-01-07 17:00,10.09,57.69,7.35,6.95,70.12,0.0
2412,2017-01-07 18:00,9.88,58.33,7.58,6.79,69.14,0.0
2413,2017-01-07 19:00,9.69,58.91,7.47,6.49,69.66,0.0
2414,2017-01-07 20:00,9.42,57.66,7.43,6.28,65.78,0.0
2415,2017-01-07 21:00,9.18,58.0,7.5,6.15,66.27,0.0
2416,2017-01-07 22:00,8.96,60.07,7.43,5.76,71.09,0.0
2417,2017-01-07 23:00,8.44,61.48,7.39,4.35,75.24,0.0
2418,2017-01-08 0:00,8.96,59.46,7.54,6.67,61.78,0.0
2419,2017-01-08 1:00,9.02,58.46,7.77,5.73,66.0,0.0
2420,2017-01-08 2:00,8.81,57.42,7.58,5.76,65.51,0.0
2421,2017-01-08 3:00,8.72,56.5,7.54,6.49,61.66,0.0
2422,2017-01-08 4:00,8.72,56.56,7.66,6.7,60.9,0.0
2423,2017-01-08 5:00,8.78,56.07,7.5,6.25,60.53,0.0
2424,2017-01-08 6:00,8.6,55.25,7.66,6.09,61.94,0.0
2425,2017-01-08 7:00,8.23,56.38,7.58,5.24,65.48,0.0
2426,2017-01-08 8:00,7.99,57.33,7.47,5.09,64.65,0.0
2427,2017-01-08 9:00,8.35,55.89,7.5,6.83,59.58,0.0
2428,2017-01-08 10:00,9.02,53.88,7.62,8.6,51.5,0.0
2429,2017-01-08 11:00,10.18,51.77,7.85,12.35,38.25,0.0
2430,2017-01-08 12:00,10.61,50.58,7.92,9.79,48.17,0.0
2431,2017-01-08 13:00,11.22,50.98,8.0,9.6,56.04,0.0
2432,2017-01-08 14:00,11.8,50.37,8.15,9.94,53.75,0.0
2433,2017-01-08 15:00,12.08,52.11,8.15,9.24,57.6,0.0
2434,2017-01-08 16:00,12.11,53.17,8.27,9.08,64.32,0.0
2435,2017-01-08 17:00,11.89,53.85,8.34,8.53,61.45,0.0
2436,2017-01-08 18:00,11.37,60.53,8.38,7.89,76.31,0.0
2437,2017-01-08 19:00,11.25,60.84,8.27,7.65,69.57,0.0
2438,2017-01-08 20:00,10.92,61.69,8.38,7.41,72.77,0.0
2439,2017-01-08 21:00,10.76,61.81,8.38,7.31,74.11,0.0
2440,2017-01-08 22:00,10.52,62.15,8.42,7.07,70.3,0.0
2441,2017-01-08 23:00,10.43,61.51,8.46,6.92,71.58,0.0
2442,2017-01-09 0:00,10.31,61.51,8.42,6.73,71.34,0.0
2443,2017-01-09 1:00,10.31,59.92,8.46,6.7,67.46,0.0
2444,2017-01-09 2:00,10.15,59.74,8.5,6.15,70.67,0.0
2445,2017-01-09 3:00,9.91,59.8,8.57,6.09,70.12,0.0
2446,2017-01-09 4:00,9.88,58.94,8.46,5.97,70.21,0.0
2447,2017-01-09 5:00,9.85,58.09,8.5,5.85,68.32,0.0
2448,2017-01-09 6:00,9.73,56.87,8.61,5.79,67.7,0.0
2449,2017-01-09 7:00,9.6,57.14,8.5,5.54,68.04,0.0
2450,2017-01-09 8:00,9.36,56.62,8.42,4.99,64.77,0.0
2451,2017-01-09 9:00,9.02,54.61,8.5,5.15,64.32,0.0
2452,2017-01-09 10:00,9.15,53.57,8.31,4.69,64.93,0.0
2453,2017-01-09 11:00,9.33,50.73,8.46,6.89,54.27,0.0
2454,2017-01-09 12:00,9.54,47.95,8.65,6.46,51.86,0.0
2455,2017-01-09 13:00,9.66,46.67,8.65,5.21,56.5,0.0
2456,2017-01-09 14:00,9.82,43.59,8.42,4.87,53.08,0.0
2457,2017-01-09 15:00,9.79,42.52,8.46,4.51,55.65,0.0
2458,2017-01-09 16:00,9.39,42.74,8.5,4.29,54.4,0.0
2459,2017-01-09 17:00,9.18,41.18,8.42,4.02,50.64,0.0
2460,2017-01-09 18:00,8.84,38.8,8.42,3.65,47.59,0.0
2461,2017-01-09 19:00,8.29,37.94,8.46,3.53,46.83,0.0
2462,2017-01-09 20:00,8.11,36.39,8.31,3.38,42.77,0.0
2463,2017-01-09 21:00,7.77,37.42,8.23,3.01,50.43,0.0
2464,2017-01-09 22:00,7.31,42.03,8.12,2.0,56.72,0.0
2465,2017-01-09 23:00,7.13,43.89,8.08,1.51,59.68,0.0
2466,2017-01-10 0:00,6.61,45.57,7.89,1.09,59.89,0.0
2467,2017-01-10 1:00,6.43,45.6,7.92,0.96,60.68,0.0
2468,2017-01-10 2:00,6.25,45.27,7.66,1.03,60.1,0.0
2469,2017-01-10 3:00,6.28,41.82,7.73,0.93,54.0,0.0
2470,2017-01-10 4:00,6.18,42.03,7.58,0.84,59.65,0.0
2471,2017-01-10 5:00,6.12,42.8,7.54,0.48,60.5,0.0
2472,2017-01-10 6:00,5.57,42.64,7.39,-0.71,59.1,0.0
2473,2017-01-10 7:00,5.36,42.0,7.12,-0.74,57.36,0.0
2474,2017-01-10 8:00,5.15,42.16,7.24,-0.29,58.46,0.0
2475,2017-01-10 9:00,5.51,41.48,7.12,2.34,48.11,0.0
2476,2017-01-10 10:00,6.0,40.69,7.35,5.57,36.9,0.0
2477,2017-01-10 11:00,6.89,39.5,7.16,4.35,39.77,0.0
2478,2017-01-10 12:00,7.07,48.14,7.28,2.25,72.59,0.0
2479,2017-01-10 13:00,6.64,56.35,7.05,0.29,83.24,0.0
2480,2017-01-10 14:00,7.01,55.01,7.01,1.91,68.96,0.0
2481,2017-01-10 15:00,7.1,46.58,7.01,2.19,56.59,0.0
2482,2017-01-10 16:00,7.13,41.0,7.01,1.54,48.41,0.0
2483,2017-01-10 17:00,6.61,38.71,6.97,1.33,48.99,0.0
2484,2017-01-10 18:00,6.28,38.71,6.93,0.81,50.15,0.0
2485,2017-01-10 19:00,5.82,38.89,6.78,0.23,49.24,0.0
2486,2017-01-10 20:00,5.42,34.28,6.67,-0.26,44.6,0.0
2487,2017-01-10 21:00,5.02,35.99,6.51,-0.9,49.91,0.0
2488,2017-01-10 22:00,4.69,35.74,6.36,-1.2,42.92,0.0
2489,2017-01-10 23:00,4.26,34.37,6.21,-1.6,46.52,0.0
2490,2017-01-11 0:00,4.05,34.19,6.13,-2.15,47.71,0.0
2491,2017-01-11 1:00,3.68,34.13,6.09,-2.64,50.55,0.0
2492,2017-01-11 2:00,3.53,32.45,5.86,-2.42,42.86,0.0
2493,2017-01-11 3:00,3.41,31.41,5.75,-2.73,44.84,0.0
2494,2017-01-11 4:00,3.19,29.12,5.67,-3.06,41.85,0.0
2495,2017-01-11 5:00,3.07,28.14,5.44,-3.0,40.66,0.0
2496,2017-01-11 6:00,2.98,29.37,5.41,-3.25,43.8,0.0
2497,2017-01-11 7:00,2.67,30.37,5.25,-3.52,41.94,0.0
2498,2017-01-11 8:00,2.0,32.3,5.06,-4.77,50.03,0.0
2499,2017-01-11 9:00,1.73,33.85,5.06,-1.69,38.92,0.0
2500,2017-01-11 10:00,2.7,31.81,4.95,-0.84,36.05,0.0
2501,2017-01-11 11:00,3.62,30.43,4.91,2.7,28.66,0.0
2503,2017-01-11 13:00,5.48,32.94,5.06,2.16,43.59,0.0
2504,2017-01-11 14:00,6.03,39.07,5.06,2.12,50.43,0.0
2505,2017-01-11 15:00,6.18,40.96,4.91,2.09,52.44,0.0
2506,2017-01-11 16:00,6.25,45.51,4.83,2.7,58.3,0.0
2507,2017-01-11 17:00,6.31,44.23,5.18,2.46,50.52,0.0
2508,2017-01-11 18:00,5.88,44.47,5.22,1.76,53.94,0.0
2509,2017-01-11 19:00,5.6,44.2,5.14,1.51,52.99,0.0
2510,2017-01-11 20:00,5.33,43.74,4.95,1.45,50.49,0.0
2511,2017-01-11 21:00,4.96,43.62,4.87,-0.62,58.09,0.0
2512,2017-01-11 22:00,4.14,47.95,4.83,-2.24,73.2,0.0
2513,2017-01-11 23:00,4.11,48.78,4.64,-1.02,68.07,0.0
2514,2017-01-12 0:00,4.11,48.84,4.64,0.05,61.54,0.0
2515,2017-01-12 1:00,4.2,50.98,4.57,0.14,67.7,0.0
2516,2017-01-12 2:00,4.26,51.47,4.6,0.66,62.09,0.0
2517,2017-01-12 3:00,4.69,50.67,4.64,2.25,61.45,0.0
2518,2017-01-12 4:00,5.76,51.4,4.83,4.38,68.71,0.0
2519,2017-01-12 5:00,5.85,61.29,4.6,3.77,71.15,0.0
2520,2017-01-12 6:00,5.97,63.37,4.87,3.62,71.64,0.0
2521,2017-01-12 7:00,6.03,64.65,4.6,3.65,71.83,0.0
2522,2017-01-12 8:00,6.03,64.71,4.68,2.12,76.53,0.0
2523,2017-01-12 9:00,5.7,67.46,4.76,1.3,86.36,0.0
2524,2017-01-12 10:00,6.0,68.25,4.57,2.37,84.49,0.0
2525,2017-01-12 11:00,6.73,63.49,4.87,4.35,55.86,0.0
2526,2017-01-12 12:00,7.07,52.11,4.95,3.01,43.28,0.0
2527,2017-01-12 13:00,7.1,41.18,4.99,2.49,41.76,0.0
2528,2017-01-12 14:00,6.92,38.43,5.25,2.77,44.96,0.0
2529,2017-01-12 15:00,7.04,37.03,5.1,2.28,45.51,0.0
2530,2017-01-12 16:00,6.95,34.98,5.22,1.91,45.09,0.0
2531,2017-01-12 17:00,6.49,33.39,4.99,1.45,36.57,0.0
2532,2017-01-12 18:00,5.97,31.26,5.02,1.03,38.28,0.0
2533,2017-01-12 19:00,5.6,31.2,5.06,0.78,38.34,0.0
2534,2017-01-12 20:00,5.36,32.14,4.91,0.42,43.44,0.0
2535,2017-01-12 21:00,4.9,34.62,4.83,-0.01,45.97,0.0
2536,2017-01-12 22:00,4.63,35.44,4.83,-0.44,45.36,0.0
2537,2017-01-12 23:00,4.23,34.37,4.87,-0.9,42.55,0.0
2538,2017-01-13 0:00,4.08,33.55,4.64,-1.54,45.02,0.0
2539,2017-01-13 1:00,3.74,33.0,4.68,-2.21,43.53,0.0
2540,2017-01-13 2:00,3.44,33.42,4.53,-2.24,49.39,0.0
2541,2017-01-13 3:00,3.07,34.71,4.41,-2.91,48.08,0.0
2542,2017-01-13 4:00,2.95,34.55,4.45,-2.85,46.67,0.0
2543,2017-01-13 5:00,2.74,34.04,4.3,-3.37,47.19,0.0
2544,2017-01-13 6:00,2.12,38.68,3.99,-4.44,58.27,0.0
2545,2017-01-13 7:00,1.15,42.74,3.96,-5.02,62.3,0.0
2546,2017-01-13 8:00,1.15,41.73,3.8,-5.08,58.76,0.0
2547,2017-01-13 9:00,1.61,37.67,3.69,-3.71,49.85,0.0
2548,2017-01-13 10:00,1.85,39.68,3.57,-3.31,57.63,0.0
2549,2017-01-13 11:00,2.22,43.19,3.54,-3.4,60.93,0.0
2550,2017-01-13 12:00,2.67,42.31,3.69,-3.06,57.42,0.0
2551,2017-01-13 13:00,2.8,43.01,3.46,-2.85,61.48,0.0
2552,2017-01-13 14:00,3.25,44.78,3.5,-2.06,63.86,0.0
2553,2017-01-13 15:00,3.99,44.05,3.65,-0.93,54.15,0.0
2554,2017-01-13 16:00,4.08,42.43,3.73,-0.62,56.41,0.0
2555,2017-01-13 17:00,4.11,40.23,3.69,-0.5,49.94,0.0
2556,2017-01-13 18:00,3.96,41.3,3.57,-0.65,50.76,0.0
2557,2017-01-13 19:00,3.83,42.74,3.57,-0.99,53.39,0.0
2558,2017-01-13 20:00,3.56,39.96,3.54,-1.45,50.85,0.0
2559,2017-01-13 21:00,3.1,39.87,3.46,-2.55,53.33,0.0
2560,2017-01-13 22:00,2.92,40.6,3.35,-2.67,56.99,0.0
2561,2017-01-13 23:00,2.52,41.24,3.27,-3.25,58.42,0.0
2562,2017-01-14 0:00,2.4,40.84,3.12,-3.46,58.42,0.0
2563,2017-01-14 1:00,2.19,40.32,2.96,-3.46,55.28,0.0
2564,2017-01-14 2:00,2.22,37.88,2.93,-3.49,53.14,0.0
2565,2017-01-14 3:00,2.12,39.41,3.0,-3.49,59.28,0.0
2566,2017-01-14 4:00,2.16,39.93,2.85,-3.61,53.45,0.0
2567,2017-01-14 5:00,1.88,37.03,2.96,-3.77,48.41,0.0
2568,2017-01-14 6:00,1.73,36.08,2.85,-3.92,50.55,0.0
2569,2017-01-14 7:00,1.54,33.94,2.81,-4.19,48.81,0.0
2570,2017-01-14 8:00,1.36,34.77,2.81,-4.65,49.79,0.0
2571,2017-01-14 9:00,1.45,34.43,2.62,-1.97,41.79,0.0
2572,2017-01-14 10:00,1.58,31.35,2.58,-0.62,29.49,0.0
2573,2017-01-14 11:00,1.51,28.11,2.66,1.06,22.5,0.0
2574,2017-01-14 12:00,1.73,25.95,2.96,-3.31,32.02,0.0
2575,2017-01-14 13:00,1.73,24.91,2.77,-4.26,34.86,0.0
2576,2017-01-14 14:00,1.79,24.69,2.81,-4.04,36.63,0.0
2577,2017-01-14 15:00,2.34,25.98,2.74,-3.86,41.15,0.0
2578,2017-01-14 16:00,2.31,27.66,2.62,-3.43,36.94,0.0
2579,2017-01-14 17:00,2.03,29.03,2.62,-3.4,42.09,0.0
2580,2017-01-14 18:00,1.58,30.25,2.32,-3.83,43.71,0.0
2581,2017-01-14 19:00,1.51,30.43,2.32,-4.26,46.18,0.0
2582,2017-01-14 20:00,1.18,30.22,2.28,-4.87,43.71,0.0
2583,2017-01-14 21:00,0.93,29.43,2.2,-5.08,41.54,0.0
2584,2017-01-14 22:00,0.75,28.72,2.09,-5.14,40.96,0.0
2585,2017-01-14 23:00,0.32,28.33,1.78,-5.78,38.98,0.0
2586,2017-01-15 0:00,0.26,28.45,1.78,-5.96,39.38,0.0
2587,2017-01-15 1:00,0.11,28.79,1.63,-6.18,42.43,0.0
2588,2017-01-15 2:00,-0.07,30.16,1.55,-6.0,44.78,0.0
2589,2017-01-15 3:00,-0.29,31.47,1.48,-6.09,46.21,0.0
2590,2017-01-15 4:00,-0.2,32.69,1.32,-5.45,47.28,0.0
2591,2017-01-15 5:00,-0.41,33.7,1.25,-6.48,46.76,0.0
2592,2017-01-15 6:00,-0.41,34.74,1.06,-5.72,49.42,0.0
2593,2017-01-15 7:00,-0.68,34.58,1.17,-6.67,49.66,0.0
2594,2017-01-15 8:00,-0.99,34.55,0.75,-6.91,48.29,0.0
2595,2017-01-15 9:00,-0.5,34.04,0.56,-2.36,36.05,0.0
2596,2017-01-15 10:00,0.2,33.18,0.9,-1.05,29.55,0.0
2597,2017-01-15 11:00,1.03,33.46,0.98,1.79,26.31,0.0
2598,2017-01-15 12:00,1.82,32.08,0.98,-1.57,36.48,0.0
2599,2017-01-15 13:00,2.74,32.08,1.06,-2.42,43.25,0.0
2600,2017-01-15 14:00,3.19,33.0,0.98,-2.09,43.93,0.0
2601,2017-01-15 15:00,3.32,32.94,1.17,-1.84,43.47,0.0
2602,2017-01-15 16:00,3.28,34.52,1.36,-1.48,44.51,0.0
2603,2017-01-15 17:00,3.13,36.36,1.25,-1.32,49.3,0.0
2604,2017-01-15 18:00,2.86,37.42,1.25,-1.23,46.92,0.0
2605,2017-01-15 19:00,2.64,40.17,1.29,-0.96,52.29,0.0
2606,2017-01-15 20:00,2.4,40.93,1.21,-1.57,52.47,0.0
2607,2017-01-15 21:00,2.28,42.06,1.29,-0.2,49.63,0.0
2608,2017-01-15 22:00,2.64,41.91,1.4,-0.32,48.05,0.0
2609,2017-01-15 23:00,2.55,42.12,1.29,-0.74,45.02,0.0
2610,2017-01-16 0:00,2.37,40.45,1.32,-2.18,45.88,0.0
