,plant1_train_mea_ddhr,plant1_train_tem_in_loc3,plant1_train_hum_in_loc3,plant1_train_tem_coil_loc3,plant1_train_tem_out_loc1,plant1_train_hum_out_loc1,24hour_cond_loc3
2229,2016-12-31 3:00,2.67,67.46,1.48,0.54,73.38,0.0
2230,2016-12-31 4:00,2.95,68.25,1.51,0.81,73.78,0.0
2231,2016-12-31 5:00,2.86,68.5,1.51,0.72,73.81,0.0
2232,2016-12-31 6:00,2.8,69.35,1.48,0.32,75.52,0.0
2233,2016-12-31 7:00,2.55,71.09,1.48,0.32,77.72,0.0
2234,2016-12-31 8:00,2.61,71.95,1.48,0.38,78.63,0.0
2235,2016-12-31 9:00,2.74,69.54,1.55,1.18,71.21,0.0
2236,2016-12-31 10:00,3.59,67.52,1.59,4.93,56.32,0.0
2237,2016-12-31 11:00,4.14,68.71,1.9,6.89,50.79,0.0
2238,2016-12-31 12:00,5.12,69.05,2.01,5.91,60.74,1.0
2239,2016-12-31 13:00,5.94,70.3,2.47,6.61,62.36,1.0
2240,2016-12-31 14:00,6.55,71.46,2.43,5.42,70.7,1.0
2241,2016-12-31 15:00,7.31,68.59,2.51,6.58,67.52,0.0
2242,2016-12-31 16:00,7.68,67.37,2.66,6.09,67.95,0.0
2243,2016-12-31 17:00,7.71,67.28,2.77,5.82,70.09,0.0
2244,2016-12-31 18:00,7.1,68.89,2.74,4.54,74.79,0.0
2245,2016-12-31 19:00,6.7,68.62,2.93,4.26,74.24,0.0
2246,2016-12-31 20:00,6.15,69.47,2.81,4.11,73.69,0.0
2247,2016-12-31 21:00,5.54,69.99,2.74,2.49,78.97,0.0
2248,2016-12-31 22:00,5.18,72.71,2.77,2.61,80.43,0.0
2249,2016-12-31 23:00,5.18,73.14,2.77,2.49,82.45,0.0
2250,2017-01-01 0:00,4.81,75.15,2.77,2.09,83.73,0.0
2251,2017-01-01 1:00,4.78,75.58,2.74,2.25,85.13,0.0
2252,2017-01-01 2:00,4.44,78.66,2.77,2.16,86.05,0.0
2253,2017-01-01 3:00,4.41,79.15,2.89,2.28,85.01,0.0
2254,2017-01-01 4:00,4.32,78.88,2.77,1.88,85.84,0.0
2255,2017-01-01 5:00,4.17,78.05,2.85,1.48,86.63,0.0
2256,2017-01-01 6:00,4.08,78.24,2.66,1.48,85.93,0.0
2257,2017-01-01 7:00,3.86,77.38,2.81,1.36,85.71,0.0
2258,2017-01-01 8:00,3.71,79.15,2.77,1.42,86.66,0.0
2259,2017-01-01 9:00,4.17,78.11,2.74,2.58,81.29,0.0
2260,2017-01-01 10:00,4.69,78.17,2.93,3.07,82.57,1.0
2261,2017-01-01 11:00,5.42,78.36,3.12,5.7,74.27,1.0
2262,2017-01-01 12:00,6.76,75.24,3.31,8.44,62.06,1.0
2263,2017-01-01 13:00,7.47,74.21,3.46,9.05,62.3,1.0
2264,2017-01-01 14:00,8.29,68.1,3.57,10.0,53.33,1.0
2265,2017-01-01 15:00,8.93,63.95,3.77,9.63,55.59,1.0
2266,2017-01-01 16:00,9.02,63.52,3.96,9.36,56.99,1.0
2267,2017-01-01 17:00,9.05,64.1,3.96,8.63,61.54,1.0
2268,2017-01-01 18:00,8.72,65.75,4.03,7.8,64.47,1.0
2269,2017-01-01 19:00,8.29,68.16,3.92,6.98,69.02,0.0
2270,2017-01-01 20:00,7.86,69.78,4.07,6.25,73.69,0.0
2271,2017-01-01 21:00,7.28,70.88,3.92,4.23,76.92,0.0
2272,2017-01-01 22:00,6.83,71.98,3.88,4.51,78.33,0.0
2273,2017-01-01 23:00,6.58,73.69,3.99,4.32,80.89,0.0
2274,2017-01-02 0:00,6.7,72.99,4.11,4.47,78.75,0.0
2275,2017-01-02 1:00,6.67,73.02,4.15,4.93,77.05,0.0
2276,2017-01-02 2:00,6.09,73.9,3.96,3.65,80.16,0.0
2277,2017-01-02 3:00,5.7,74.76,4.03,3.22,82.75,0.0
2278,2017-01-02 4:00,5.91,75.85,4.03,4.23,80.19,0.0
2279,2017-01-02 5:00,5.7,76.59,4.11,3.65,81.68,0.0
2280,2017-01-02 6:00,5.67,75.95,3.99,3.65,81.26,0.0
2281,2017-01-02 7:00,5.6,77.44,4.15,3.62,83.46,0.0
2282,2017-01-02 8:00,5.51,79.33,4.11,3.47,86.02,0.0
2283,2017-01-02 9:00,5.7,80.04,4.07,4.44,83.21,0.0
2284,2017-01-02 10:00,6.7,81.35,4.26,8.35,68.04,0.0
2285,2017-01-02 11:00,8.05,79.52,4.49,13.27,51.89,0.0
2286,2017-01-02 12:00,8.75,79.82,4.72,9.6,68.44,0.0
2287,2017-01-02 13:00,8.99,76.13,4.83,9.21,68.28,0.0
2288,2017-01-02 14:00,9.39,70.36,4.91,9.51,61.51,0.0
2289,2017-01-02 15:00,9.54,69.69,5.06,9.33,64.35,0.0
2290,2017-01-02 16:00,9.69,68.93,5.14,9.02,66.33,0.0
2291,2017-01-02 17:00,9.45,71.49,5.18,8.38,71.28,0.0
2292,2017-01-02 18:00,9.48,70.85,5.25,8.05,71.7,0.0
2293,2017-01-02 19:00,9.27,67.64,5.33,7.92,67.37,0.0
2294,2017-01-02 20:00,9.15,68.62,5.29,7.13,71.34,0.0
2295,2017-01-02 21:00,8.9,69.02,5.37,6.46,74.48,0.0
2296,2017-01-02 22:00,8.66,69.35,5.22,6.0,75.09,0.0
2297,2017-01-02 23:00,8.29,68.99,5.41,6.03,74.18,0.0
2298,2017-01-03 0:00,8.02,69.17,5.41,5.18,75.58,0.0
2299,2017-01-03 1:00,7.68,67.0,5.25,4.81,73.5,0.0
2300,2017-01-03 2:00,7.19,67.77,5.37,4.32,75.18,0.0
2301,2017-01-03 3:00,6.92,62.82,5.33,4.05,66.76,0.0
2302,2017-01-03 4:00,6.52,62.79,5.29,3.38,67.77,0.0
2303,2017-01-03 5:00,6.15,61.08,5.22,3.38,64.99,0.0
2304,2017-01-03 6:00,5.82,61.39,5.14,1.0,74.97,0.0
2305,2017-01-03 7:00,4.84,63.74,4.99,0.51,77.81,0.0
2306,2017-01-03 8:00,4.38,64.87,4.95,0.02,80.22,0.0
2307,2017-01-03 9:00,4.17,66.64,4.68,1.61,74.27,0.0
2308,2017-01-03 10:00,4.9,66.64,4.72,5.97,55.83,0.0
2309,2017-01-03 11:00,6.09,63.61,5.18,9.05,44.69,0.0
2310,2017-01-03 12:00,7.37,59.04,5.29,9.45,45.33,0.0
2311,2017-01-03 13:00,8.02,55.68,5.48,8.63,48.38,0.0
2312,2017-01-03 14:00,8.32,58.7,5.48,6.4,60.81,0.0
2313,2017-01-03 15:00,8.47,59.4,5.63,6.7,62.91,0.0
2314,2017-01-03 16:00,8.99,55.31,5.75,6.98,56.11,0.0
2315,2017-01-03 17:00,8.93,53.94,5.75,6.61,56.2,0.0
2316,2017-01-03 18:00,8.72,53.85,5.71,5.97,58.61,0.0
2317,2017-01-03 19:00,8.14,56.35,5.6,4.38,66.58,0.0
2318,2017-01-03 20:00,6.98,58.52,5.56,2.19,75.18,0.0
2319,2017-01-03 21:00,6.34,61.11,5.44,2.03,75.92,0.0
2320,2017-01-03 22:00,5.94,62.36,5.44,2.12,74.63,0.0
2321,2017-01-03 23:00,5.7,63.86,5.37,2.12,75.55,0.0
2322,2017-01-04 0:00,5.33,64.65,5.29,2.43,74.24,0.0
2323,2017-01-04 1:00,4.96,65.9,5.25,1.24,78.24,0.0
2324,2017-01-04 2:00,4.66,69.02,5.1,1.88,79.61,0.0
2325,2017-01-04 3:00,4.84,70.15,5.22,1.91,80.46,0.0
2326,2017-01-04 4:00,5.12,71.31,5.22,2.86,78.33,0.0
2327,2017-01-04 5:00,5.36,72.41,5.18,2.95,80.28,0.0
2328,2017-01-04 6:00,5.6,74.85,5.33,3.25,80.95,0.0
2329,2017-01-04 7:00,5.45,74.63,5.22,2.95,82.3,0.0
2330,2017-01-04 8:00,5.18,75.79,5.22,2.55,83.18,0.0
2331,2017-01-04 9:00,5.12,75.82,5.18,3.28,81.5,0.0
2332,2017-01-04 10:00,6.0,74.39,5.14,6.34,68.16,0.0
2333,2017-01-04 11:00,6.76,75.49,5.33,10.73,53.14,0.0
2334,2017-01-04 12:00,7.65,73.72,5.48,8.17,64.65,0.0
2335,2017-01-04 13:00,8.26,67.77,5.56,7.89,61.29,0.0
2336,2017-01-04 14:00,8.81,61.69,5.79,8.11,60.93,0.0
2337,2017-01-04 15:00,8.84,49.54,5.83,7.5,49.51,0.0
2338,2017-01-04 16:00,8.69,49.36,5.83,7.1,49.6,0.0
2339,2017-01-04 17:00,8.75,48.02,5.86,6.73,49.63,0.0
2340,2017-01-04 18:00,8.5,50.24,5.83,6.49,52.32,0.0
2341,2017-01-04 19:00,8.38,51.74,5.9,6.73,54.06,0.0
2342,2017-01-04 20:00,8.5,50.92,5.98,7.01,52.63,0.0
2343,2017-01-04 21:00,8.26,51.43,5.98,6.49,54.18,0.0
2344,2017-01-04 22:00,7.71,49.51,6.05,5.57,51.53,0.0
2345,2017-01-04 23:00,7.56,49.18,6.02,5.18,51.28,0.0
2346,2017-01-05 0:00,7.28,48.72,5.9,4.84,51.89,0.0
2347,2017-01-05 1:00,7.04,50.15,5.79,4.57,54.15,0.0
2348,2017-01-05 2:00,6.86,52.29,5.83,4.26,56.41,0.0
2349,2017-01-05 3:00,6.46,52.17,5.83,3.47,58.33,0.0
2350,2017-01-05 4:00,5.88,53.36,5.83,2.83,60.1,0.0
2351,2017-01-05 5:00,5.67,52.75,5.71,2.64,59.95,0.0
2352,2017-01-05 6:00,5.36,57.94,5.56,2.67,64.65,0.0
2353,2017-01-05 7:00,5.21,60.74,5.56,2.52,68.5,0.0
2354,2017-01-05 8:00,5.15,57.91,5.56,2.49,61.75,0.0
2355,2017-01-05 9:00,5.24,58.36,5.44,2.98,63.77,0.0
2356,2017-01-05 10:00,5.7,55.92,5.52,4.41,55.77,0.0
2357,2017-01-05 11:00,6.31,56.17,5.71,5.09,55.43,0.0
2358,2017-01-05 12:00,7.13,52.9,5.79,6.12,50.85,0.0
2359,2017-01-05 13:00,7.68,50.43,5.75,7.19,47.71,0.0
2360,2017-01-05 14:00,8.41,48.96,5.94,7.99,46.12,0.0
2361,2017-01-05 15:00,8.87,50.24,6.02,8.44,47.8,0.0
2362,2017-01-05 16:00,9.11,51.98,6.25,8.66,50.4,0.0
2363,2017-01-05 17:00,9.24,52.14,6.21,8.44,51.28,0.0
2364,2017-01-05 18:00,9.27,53.97,6.17,8.2,53.75,0.0
2365,2017-01-05 19:00,9.27,54.7,6.32,8.23,54.95,0.0
2366,2017-01-05 20:00,9.27,54.03,6.4,8.14,53.97,0.0
2367,2017-01-05 21:00,9.18,55.19,6.4,7.8,56.62,0.0
2368,2017-01-05 22:00,9.08,55.86,6.4,7.47,57.26,0.0
2369,2017-01-05 23:00,8.69,56.9,6.36,7.07,58.97,0.0
2370,2017-01-06 0:00,8.57,56.56,6.36,6.79,59.07,0.0
2371,2017-01-06 1:00,8.5,56.59,6.4,6.37,60.2,0.0
2372,2017-01-06 2:00,8.26,55.16,6.28,6.34,57.45,0.0
2373,2017-01-06 3:00,8.17,55.77,6.51,6.0,59.22,0.0
2374,2017-01-06 4:00,8.05,55.59,6.4,5.97,58.88,0.0
2375,2017-01-06 5:00,7.99,55.74,6.59,5.63,59.71,0.0
2376,2017-01-06 6:00,7.83,56.11,6.51,5.57,60.29,0.0
2377,2017-01-06 7:00,7.68,57.81,6.4,5.48,62.61,0.0
2378,2017-01-06 8:00,7.59,57.66,6.47,5.45,61.48,0.0
2379,2017-01-06 9:00,7.71,57.23,6.47,5.63,60.81,0.0
2380,2017-01-06 10:00,7.99,57.36,6.36,6.64,58.79,0.0
2381,2017-01-06 11:00,8.5,56.56,6.67,10.37,44.72,0.0
2382,2017-01-06 12:00,9.21,54.27,6.82,9.76,46.83,0.0
2383,2017-01-06 13:00,9.94,52.81,6.89,10.03,49.6,0.0
2384,2017-01-06 14:00,10.4,52.23,6.97,9.6,49.3,0.0
2385,2017-01-06 15:00,10.49,52.35,7.12,9.08,51.95,0.0
2386,2017-01-06 16:00,10.52,52.9,7.08,8.81,54.3,0.0
2387,2017-01-06 17:00,11.01,51.8,7.39,8.57,54.7,0.0
2388,2017-01-06 18:00,10.76,53.79,7.39,7.92,60.59,0.0
2389,2017-01-06 19:00,10.31,56.99,7.47,7.22,66.67,0.0
2390,2017-01-06 20:00,9.85,60.44,7.28,6.79,71.67,0.0
2391,2017-01-06 21:00,9.27,60.87,7.24,5.24,73.81,0.0
2392,2017-01-06 22:00,8.47,60.93,7.12,3.47,78.85,0.0
2393,2017-01-06 23:00,7.99,62.55,7.05,2.77,76.8,0.0
2394,2017-01-07 0:00,7.44,65.48,6.97,3.16,82.39,0.0
2395,2017-01-07 1:00,6.83,66.27,6.89,1.88,82.97,0.0
2396,2017-01-07 2:00,6.37,67.55,6.74,1.48,85.13,0.0
2397,2017-01-07 3:00,6.09,68.68,6.59,1.36,85.9,0.0
2398,2017-01-07 4:00,5.91,69.9,6.59,1.39,85.99,0.0
2399,2017-01-07 5:00,5.67,68.53,6.47,1.09,86.51,0.0
2400,2017-01-07 6:00,5.18,69.44,6.4,1.42,87.58,0.0
2401,2017-01-07 7:00,4.75,69.05,6.13,-0.07,87.18,0.0
2402,2017-01-07 8:00,4.51,69.96,6.17,0.6,88.92,0.0
2403,2017-01-07 9:00,4.81,73.41,6.09,2.61,81.47,0.0
2404,2017-01-07 10:00,5.57,73.66,6.25,4.29,72.83,0.0
2405,2017-01-07 11:00,6.76,70.45,6.36,9.54,51.07,0.0
2406,2017-01-07 12:00,7.86,66.48,6.59,8.9,56.78,0.0
2407,2017-01-07 13:00,8.81,62.48,6.82,8.66,56.44,0.0
2408,2017-01-07 14:00,9.33,60.59,6.89,7.77,61.51,0.0
2409,2017-01-07 15:00,9.69,60.65,7.01,7.37,69.54,0.0
2410,2017-01-07 16:00,9.94,59.22,7.12,7.53,66.82,0.0
2411,2017-01-07 17:00,9.76,60.29,7.05,6.95,70.12,0.0
2412,2017-01-07 18:00,9.48,61.29,7.01,6.79,69.14,0.0
2413,2017-01-07 19:00,9.18,61.97,7.12,6.49,69.66,0.0
2414,2017-01-07 20:00,8.93,60.53,7.05,6.28,65.78,0.0
2415,2017-01-07 21:00,8.72,60.96,7.01,6.15,66.27,0.0
2416,2017-01-07 22:00,8.5,62.85,6.97,5.76,71.09,0.0
2417,2017-01-07 23:00,8.17,63.46,6.97,4.35,75.24,0.0
2418,2017-01-08 0:00,8.57,61.69,7.12,6.67,61.78,0.0
2419,2017-01-08 1:00,8.66,60.9,7.12,5.73,66.0,0.0
2420,2017-01-08 2:00,8.5,59.52,7.08,5.76,65.51,0.0
2421,2017-01-08 3:00,8.41,59.13,7.08,6.49,61.66,0.0
2422,2017-01-08 4:00,8.35,59.89,7.01,6.7,60.9,0.0
2423,2017-01-08 5:00,8.32,58.58,7.12,6.25,60.53,0.0
2424,2017-01-08 6:00,8.23,58.15,7.12,6.09,61.94,0.0
2425,2017-01-08 7:00,7.99,58.42,6.89,5.24,65.48,0.0
2426,2017-01-08 8:00,7.68,59.0,6.89,5.09,64.65,0.0
2427,2017-01-08 9:00,8.02,59.04,7.01,6.83,59.58,0.0
2428,2017-01-08 10:00,8.69,56.14,7.16,8.6,51.5,0.0
2429,2017-01-08 11:00,9.69,54.95,7.35,12.35,38.25,0.0
2430,2017-01-08 12:00,10.21,52.99,7.35,9.79,48.17,0.0
2431,2017-01-08 13:00,10.61,54.49,7.5,9.6,56.04,0.0
2432,2017-01-08 14:00,11.07,53.82,7.66,9.94,53.75,0.0
2433,2017-01-08 15:00,11.13,56.38,7.7,9.24,57.6,0.0
2434,2017-01-08 16:00,11.28,58.55,7.77,9.08,64.32,0.0
2435,2017-01-08 17:00,11.34,56.5,7.81,8.53,61.45,0.0
2436,2017-01-08 18:00,11.01,64.13,7.81,7.89,76.31,0.0
2437,2017-01-08 19:00,10.85,62.3,7.85,7.65,69.57,0.0
2438,2017-01-08 20:00,10.61,63.1,7.81,7.41,72.77,0.0
2439,2017-01-08 21:00,10.43,63.37,7.85,7.31,74.11,0.0
2440,2017-01-08 22:00,10.31,62.91,7.89,7.07,70.3,0.0
2441,2017-01-08 23:00,10.34,62.3,7.89,6.92,71.58,0.0
2442,2017-01-09 0:00,9.91,63.16,7.89,6.73,71.34,0.0
2443,2017-01-09 1:00,9.69,62.58,7.89,6.7,67.46,0.0
2444,2017-01-09 2:00,9.54,62.64,7.92,6.15,70.67,0.0
2445,2017-01-09 3:00,9.27,62.67,7.89,6.09,70.12,0.0
2446,2017-01-09 4:00,9.24,61.87,7.85,5.97,70.21,0.0
2447,2017-01-09 5:00,9.08,61.32,7.85,5.85,68.32,0.0
2448,2017-01-09 6:00,9.05,59.68,7.85,5.79,67.7,0.0
2449,2017-01-09 7:00,9.05,60.07,7.89,5.54,68.04,0.0
2450,2017-01-09 8:00,8.78,58.67,7.81,4.99,64.77,0.0
2451,2017-01-09 9:00,8.41,57.26,7.81,5.15,64.32,0.0
2452,2017-01-09 10:00,8.47,56.68,7.81,4.69,64.93,0.0
2453,2017-01-09 11:00,8.57,53.97,7.85,6.89,54.27,0.0
2454,2017-01-09 12:00,8.69,51.89,7.81,6.46,51.86,0.0
2455,2017-01-09 13:00,8.63,50.95,7.73,5.21,56.5,0.0
2456,2017-01-09 14:00,8.72,48.14,7.85,4.87,53.08,0.0
2457,2017-01-09 15:00,8.5,47.92,7.92,4.51,55.65,0.0
2458,2017-01-09 16:00,8.35,46.67,7.77,4.29,54.4,0.0
2459,2017-01-09 17:00,8.32,44.44,7.7,4.02,50.64,0.0
2460,2017-01-09 18:00,7.92,41.61,7.66,3.65,47.59,0.0
2461,2017-01-09 19:00,7.89,40.72,7.66,3.53,46.83,0.0
2462,2017-01-09 20:00,7.56,40.23,7.54,3.38,42.77,0.0
2463,2017-01-09 21:00,7.28,40.81,7.39,3.01,50.43,0.0
2464,2017-01-09 22:00,6.92,44.84,7.43,2.0,56.72,0.0
2465,2017-01-09 23:00,6.52,46.98,7.35,1.51,59.68,0.0
2466,2017-01-10 0:00,6.12,47.8,7.2,1.09,59.89,0.0
2467,2017-01-10 1:00,5.85,48.35,7.01,0.96,60.68,0.0
2468,2017-01-10 2:00,5.6,48.17,7.05,1.03,60.1,0.0
2469,2017-01-10 3:00,5.57,44.93,6.89,0.93,54.0,0.0
2470,2017-01-10 4:00,5.57,45.76,6.89,0.84,59.65,0.0
2471,2017-01-10 5:00,5.42,46.0,6.86,0.48,60.5,0.0
2472,2017-01-10 6:00,4.72,45.82,6.59,-0.71,59.1,0.0
2473,2017-01-10 7:00,4.66,45.05,6.44,-0.74,57.36,0.0
2474,2017-01-10 8:00,4.54,45.18,6.28,-0.29,58.46,0.0
2475,2017-01-10 9:00,4.9,44.38,6.44,2.34,48.11,0.0
2476,2017-01-10 10:00,5.24,44.38,6.44,5.57,36.9,0.0
2477,2017-01-10 11:00,5.97,43.74,6.55,4.35,39.77,0.0
2479,2017-01-10 13:00,5.76,58.3,6.4,0.29,83.24,0.0
2480,2017-01-10 14:00,6.0,59.04,6.28,1.91,68.96,0.0
2481,2017-01-10 15:00,6.12,50.31,6.36,2.19,56.59,0.0
2482,2017-01-10 16:00,6.09,44.47,6.36,1.54,48.41,0.0
2483,2017-01-10 17:00,5.91,42.03,6.28,1.33,48.99,0.0
2484,2017-01-10 18:00,5.73,41.24,6.21,0.81,50.15,0.0
2485,2017-01-10 19:00,5.42,40.93,6.13,0.23,49.24,0.0
2486,2017-01-10 20:00,4.96,38.8,5.94,-0.26,44.6,0.0
2487,2017-01-10 21:00,4.57,39.47,5.86,-0.9,49.91,0.0
2488,2017-01-10 22:00,4.23,37.79,5.83,-1.2,42.92,0.0
2489,2017-01-10 23:00,3.74,37.3,5.56,-1.6,46.52,0.0
2490,2017-01-11 0:00,3.59,36.78,5.48,-2.15,47.71,0.0
2491,2017-01-11 1:00,3.32,37.33,5.29,-2.64,50.55,0.0
2492,2017-01-11 2:00,2.98,35.01,5.14,-2.42,42.86,0.0
2493,2017-01-11 3:00,2.77,34.4,5.06,-2.73,44.84,0.0
2494,2017-01-11 4:00,2.61,32.75,4.91,-3.06,41.85,0.0
2495,2017-01-11 5:00,2.43,31.47,4.76,-3.0,40.66,0.0
2496,2017-01-11 6:00,2.31,33.46,4.68,-3.25,43.8,0.0
2497,2017-01-11 7:00,1.94,32.88,4.41,-3.52,41.94,0.0
2498,2017-01-11 8:00,1.27,35.56,4.11,-4.77,50.03,0.0
2499,2017-01-11 9:00,0.78,37.06,3.92,-1.69,38.92,0.0
2500,2017-01-11 10:00,2.0,35.87,4.07,-0.84,36.05,0.0
2501,2017-01-11 11:00,2.74,35.23,4.15,2.7,28.66,0.0
2503,2017-01-11 13:00,4.2,38.58,4.38,2.16,43.59,0.0
2504,2017-01-11 14:00,4.72,45.05,4.41,2.12,50.43,0.0
2505,2017-01-11 15:00,5.02,45.39,4.6,2.09,52.44,0.0
2506,2017-01-11 16:00,5.21,49.33,4.64,2.7,58.3,0.0
2507,2017-01-11 17:00,5.39,46.98,4.53,2.46,50.52,0.0
2508,2017-01-11 18:00,5.33,47.16,4.45,1.76,53.94,0.0
2509,2017-01-11 19:00,5.02,46.89,4.49,1.51,52.99,0.0
2510,2017-01-11 20:00,4.81,46.06,4.53,1.45,50.49,0.0
2511,2017-01-11 21:00,4.51,45.6,4.41,-0.62,58.09,0.0
2512,2017-01-11 22:00,3.53,51.1,4.26,-2.24,73.2,0.0
2513,2017-01-11 23:00,3.5,52.01,4.18,-1.02,68.07,0.0
2514,2017-01-12 0:00,3.62,51.56,4.07,0.05,61.54,0.0
2515,2017-01-12 1:00,3.8,53.6,4.11,0.14,67.7,0.0
2516,2017-01-12 2:00,3.93,54.06,3.96,0.66,62.09,0.0
2517,2017-01-12 3:00,4.32,53.88,4.03,2.25,61.45,0.0
2518,2017-01-12 4:00,5.21,56.41,4.41,4.38,68.71,0.0
2519,2017-01-12 5:00,5.33,65.87,4.3,3.77,71.15,0.0
2520,2017-01-12 6:00,5.48,67.4,4.3,3.62,71.64,0.0
2521,2017-01-12 7:00,5.57,67.89,4.41,3.65,71.83,0.0
2522,2017-01-12 8:00,5.36,67.06,4.26,2.12,76.53,0.0
2523,2017-01-12 9:00,5.15,69.54,4.41,1.3,86.36,0.0
2524,2017-01-12 10:00,5.54,70.42,4.49,2.37,84.49,0.0
2525,2017-01-12 11:00,6.09,62.88,4.53,4.35,55.86,0.0
2526,2017-01-12 12:00,6.21,51.07,4.53,3.01,43.28,0.0
2527,2017-01-12 13:00,5.94,43.83,4.49,2.49,41.76,0.0
2528,2017-01-12 14:00,5.97,42.7,4.53,2.77,44.96,0.0
2529,2017-01-12 15:00,5.97,41.15,4.53,2.28,45.51,0.0
2530,2017-01-12 16:00,5.91,39.59,4.53,1.91,45.09,0.0
2531,2017-01-12 17:00,5.67,35.26,4.53,1.45,36.57,0.0
2532,2017-01-12 18:00,5.27,33.39,4.45,1.03,38.28,0.0
2533,2017-01-12 19:00,5.05,33.7,4.34,0.78,38.34,0.0
2534,2017-01-12 20:00,4.78,35.44,4.3,0.42,43.44,0.0
2535,2017-01-12 21:00,4.51,37.3,4.45,-0.01,45.97,0.0
2536,2017-01-12 22:00,4.2,37.91,4.18,-0.44,45.36,0.0
2537,2017-01-12 23:00,3.99,35.99,4.18,-0.9,42.55,0.0
2538,2017-01-13 0:00,3.62,35.65,4.03,-1.54,45.02,0.0
2539,2017-01-13 1:00,3.07,35.5,3.96,-2.21,43.53,0.0
2540,2017-01-13 2:00,2.8,36.81,3.88,-2.24,49.39,0.0
2541,2017-01-13 3:00,2.46,37.3,3.77,-2.91,48.08,0.0
2542,2017-01-13 4:00,2.4,36.63,3.61,-2.85,46.67,0.0
2543,2017-01-13 5:00,2.19,36.14,3.42,-3.37,47.19,0.0
2544,2017-01-13 6:00,1.51,40.87,3.27,-4.44,58.27,0.0
2545,2017-01-13 7:00,0.75,44.44,3.08,-5.02,62.3,0.0
2546,2017-01-13 8:00,0.6,43.99,2.81,-5.08,58.76,0.0
2547,2017-01-13 9:00,1.03,40.26,2.77,-3.71,49.85,0.0
2548,2017-01-13 10:00,1.33,42.95,2.81,-3.31,57.63,0.0
2549,2017-01-13 11:00,1.67,45.79,2.81,-3.4,60.93,0.0
2550,2017-01-13 12:00,1.82,45.3,2.85,-3.06,57.42,0.0
2551,2017-01-13 13:00,2.0,46.49,2.81,-2.85,61.48,0.0
2552,2017-01-13 14:00,2.4,47.71,2.77,-2.06,63.86,0.0
2553,2017-01-13 15:00,3.16,47.04,3.0,-0.93,54.15,0.0
2554,2017-01-13 16:00,3.22,46.09,2.96,-0.62,56.41,0.0
2555,2017-01-13 17:00,3.32,43.5,3.12,-0.5,49.94,0.0
2556,2017-01-13 18:00,3.41,44.05,2.96,-0.65,50.76,0.0
2557,2017-01-13 19:00,3.22,44.75,2.96,-0.99,53.39,0.0
2558,2017-01-13 20:00,3.04,42.09,3.0,-1.45,50.85,0.0
2559,2017-01-13 21:00,2.58,41.85,2.77,-2.55,53.33,0.0
2560,2017-01-13 22:00,2.55,43.07,2.7,-2.67,56.99,0.0
2561,2017-01-13 23:00,2.19,43.77,2.66,-3.25,58.42,0.0
2562,2017-01-14 0:00,1.85,44.14,2.58,-3.46,58.42,0.0
